url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/records/18953220,"""Schaare, H. Lina and Hörner, Tanja and Alberts, Teresa and Backe, Christian and Betancort Cabrera, Noemi and Bohnebeck, Uta and Brannath, Werner and Büker, Sarah and Charulatha, Sree and de Vogel, Susanne and Drechsler, Rolf and Düpont, Nils and Felden, Janine and Franz, Simone and Fritzsche, Franziska and Frohne, Katharina and Fuchs, Nele and Gies, Philipp and Glöckner, Frank Oliver and Hänzelmann, Sonja and Harfst, Stefan and Hemmelskamp-Pfeiffer, Birte and Hitz, Marc-Phillip and Hollstein, Betina and Immoor, Sebastian and Junctorius, Lina and Kloep, Stephan and Koppe, Roland and Kuhlmann, Lea and Movahedifar, Maryam and Mozygemba, Kati and Mueller, Claudia Margrit and Nolte, Annika and Nölte, Manfred and Nozik, Alexandra and Opätz, Finn and Petersmann, Astrid and Pigeot, Iris and Riefler, Norbert and Scharpenberg, Martin and Schmitt, Tina and Seemann, Wilken and Spiegler, Andreas and Steinmann, Lena and Strodthoff, Nils and Swirski, Sebastian and Thiemann, Volker and Uppenkamp, Stefan and Vehlken, Sebastian and Wilken, Marc and Wulff, Antje and Carl von Ossietzky Universität Oldenburg and Core Facility Biobank Structure and DATA Team, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung and Hochschule Bremen and Gesellschaft für Biologische Daten e.V. and Göttingen Academy of Sciences and Humanities in Lower Saxony and Landesbibliothek Oldenburg and PANGAEA, Data Publisher for Earth & Environmental Science and University of Bremen and Bibliotheks- und Informationssystem and Koordinierungszentrum für Klinische Studien (KKS Oldenburg)""",56,50,468,440,56,50,440,468
https://zenodo.org/records/18712651,"""Fichtmueller, David and Güntsch, Anton and Sauerland, Kristin and Möller, Lars and Luther, Katja and Ernst, Marcus""",21,20,63,63,21,20,63,63
https://zenodo.org/records/18711701,"""Möller, Lars and Ernst, Marcus and Fichtmueller, David and Schindler, Uwe and Pfaff, Claas-Thido and Seifert, Stefan and Fürstenau, Cornelia and Reimer, Lorenz Christian and Witte, Julius F. and Ebeling, Christian""",41,39,63,61,41,39,61,63
https://zenodo.org/records/18694155,"""Ebert, Barbara and Ewert, Frank and Förstner, Konrad U. and Glöckner, Frank Oliver and McHardy, Alice Carolyn and von Rummel, Philipp and von Suchodoletz, Dirk and Weidtkamp-Peters, Stefanie and Ebeling, Mary-Ann and Engel, Judith and Hoffmann, Carsten and Keller, Christin and Lange, Matthias and Magel, Maja and Moore, Josh and Mühlhaus, Timo and Scholz, Uwe and Specka, Xenia and thor Straten, Mattis""",288,244,490,435,288,244,435,490
https://zenodo.org/records/17991208,"""Sauerland, Kristin and Fichtmueller, David and Güntsch, Anton""",16,16,43,43,16,16,43,43
https://zenodo.org/records/17628099,"""Singson, Lea Sophie""",60,50,106,99,60,50,99,106
https://zenodo.org/records/17941146,"""Placke, Manja and Hassenrück, Christiane and Feistel, Susanne and Jürgensmann, Susanne""",89,74,108,97,89,74,97,108
https://zenodo.org/records/17708536,"""Zurowietz, Martin and Stoye, Jens and Nattkemper, Tim W.""",47,42,63,59,47,42,59,63
https://zenodo.org/records/17350117,"""Schellenberger Costa, David""",1725,1596,650,572,481,455,175,187
https://zenodo.org/records/17623082,"""Nozik, Alexandra""",73,52,108,99,73,52,99,108
https://zenodo.org/records/17553558,"""Tschink, Daniel and Kostadinov, Ivaylo""",68,62,83,82,68,62,82,83
https://zenodo.org/records/17582795,"""Fischer, Marlen and Röder, Juliane and Signer, Johannes and Tschink, Daniel and Weibulat, Tanja and Brand, Ortrun""",23,22,133,128,23,22,128,133
https://zenodo.org/records/17549986,"""Jordan, Sabrina""",87,70,96,86,87,70,86,96
https://zenodo.org/records/17427595,"""Kostadinov, Ivaylo and Tschink, Daniel and Linares Gómez, Jimena""",370,305,403,381,145,117,133,147
https://zenodo.org/records/16893040,"""Melzer, Nina and Jahnel, Ricarda Elisabeth and Sarah, Fischer and Holetschek, Jörg""",92,68,111,105,92,68,105,111
https://zenodo.org/records/17303036,"""Scherer, Cédric""",363,322,427,397,90,87,163,182
https://zenodo.org/records/17223681,"""Hemmelskamp-Pfeiffer, Birte and George, Helen Clara and Opätz, Finn""",97,77,86,78,97,77,78,86
https://zenodo.org/records/17174275,"""Hemmelskamp-Pfeiffer, Birte and Gies, Philipp and Nozik, Alexandra and Opätz, Finn and Swirski, Sebastian""",80,67,140,131,80,67,131,140
https://zenodo.org/records/17141044,"""Kostadinov, Ivaylo""",66,54,128,123,66,54,123,128
https://zenodo.org/records/16992978,"""Hartman Scholz, Amber""",34,30,38,38,34,30,38,38
https://zenodo.org/records/16993168,"""Muñoz García, Melania""",113,106,156,154,113,106,154,156
https://zenodo.org/records/17020251,"""Röder, Juliane and Tschink, Daniel and Brand, Ortrun""",147,127,176,172,147,127,172,176
