url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/records/17541532,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Haase, Robert""",234,164,214,196,234,164,196,214
https://zenodo.org/records/17478160,"""Haase, Robert""",7,3,34,27,7,3,27,34
https://zenodo.org/records/17422917,"""Haase, Robert""",211,154,129,122,211,154,122,129
https://zenodo.org/records/17240205,"""Umlauft, Josefine""",185,175,46,40,185,175,40,46
https://zenodo.org/records/17203260,"""Haase, Robert""",304,250,112,102,182,151,77,84
https://zenodo.org/records/17186869,"""Haase, Robert""",301,245,281,272,215,176,184,190
https://zenodo.org/records/17158770,"""Schott, Philipp and Wolf, Gregor and Welz, Oliver""",12,12,150,141,12,12,141,150
https://zenodo.org/records/17158643,"""Welz, Oliver""",128,88,145,135,128,88,135,145
https://zenodo.org/records/17130780,"""Berger, Mike and Täschner, Matthias and Voigt, Pia""",155,138,140,133,155,138,133,140
https://zenodo.org/records/17116758,"""Haase, Robert""",384,332,749,719,384,332,719,749
https://zenodo.org/records/17093197,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Götze, Luisa""",339,281,380,366,339,281,366,380
https://zenodo.org/records/17102027,"""Haase, Robert""",225,143,160,147,225,143,147,160
https://zenodo.org/records/17085991,"""Haase, Robert""",672,527,644,599,455,345,481,525
https://zenodo.org/records/17053832,"""Haase, Robert""",204,127,125,119,204,127,119,125
https://zenodo.org/records/17017890,"""Haase, Robert""",93,77,36,33,93,77,33,36
https://zenodo.org/records/16894343,"""Haase, Robert""",88,61,84,73,88,61,73,84
https://zenodo.org/records/15858127,"""Haase, Robert""",9446,8832,1468,1340,2202,2012,621,715
https://zenodo.org/records/15805268,"""Philipp, Schott and Gregor, Wolf and Oliver, Welz""",102,102,186,171,101,101,168,180
https://zenodo.org/records/15805148,"""Center for Scalable Data Analytics and Artificial Intelligence and Oliver, Welz""",222,197,138,125,222,197,125,138
https://zenodo.org/records/15735577,"""Haase, Robert""",636,454,746,662,636,454,662,746
https://zenodo.org/records/15706181,"""Haase, Robert""",531,456,232,217,351,290,161,172
https://zenodo.org/records/15699459,"""Haase, Robert""",518,453,403,391,384,335,261,268
https://zenodo.org/records/15654889,"""Taeschner, Matthias and Haase, Robert""",279,231,226,215,279,231,215,226
https://zenodo.org/records/15646539,"""Haase, Robert""",373,290,204,192,338,257,169,180
https://zenodo.org/records/15516022,"""Haase, Robert""",1343,1244,280,264,947,869,230,244
https://zenodo.org/records/17669681,"""Haase, Robert""",118,103,140,127,118,103,127,140
https://zenodo.org/records/17163932,"""Anonymous""",185,175,436,395,185,175,395,436
https://zenodo.org/records/16890132,"""Schröder, Christopher and Müller, Lydia and Niekler, Andreas and Potthast, Martin""",533,527,2727,2598,43,41,385,422
https://zenodo.org/records/15347992,"""Heineking, Sebastian and Zelch, Ines and Potthast, Martin and Hagen, Matthias""",1625,1593,1045,957,610,608,325,348
https://zenodo.org/records/15270283,"""Heineking, Sebastian and Zelch, Ines and Bevendorff, Janek and Stein, Benno and Hagen, Matthias and Potthast, Martin""",2796,2711,2074,1702,1507,1503,605,858
https://zenodo.org/records/13860524,"""Gienapp, Lukas and Potthast, Martin and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",4785,3673,772,741,401,397,172,180
https://zenodo.org/records/11203881,"""Deckers, Niklas and Peters, Julia and Potthast, Martin""",90,84,443,404,62,56,263,286
https://zenodo.org/records/10628882,"""Akiki, Christopher and Barschel, Hanno and Elstner, Theresa and Fleisch, Till and Franke, Johannes and Fröbe, Maik and Gienapp, Lukas and Gründel, Marlene and Hagen, Matthias and Kucera, Paul and Marschner, Paul and Niederhausen, Tim and Potthast, Martin and Reimer, Jan Heinrich and Scells, Harrisen and Stein, Benno and Weber, Malte and Wild, Dominic""",31389,22383,93,86,31389,22383,86,93
https://zenodo.org/records/10628640,"""Scells, Harrisen and Elstner, Theresa and Fröbe, Maik and Akiki, Christopher and Gienapp, Lukas and Reimer, Jan Heinrich and Hagen, Matthias and Potthast, Martin""",13305,5989,74,71,13305,5989,71,74
https://zenodo.org/records/10036479,"""Wolska, Magdalena and Wiegmann, Matti and Schröder, Christopher and Borchardt, Ole and Stein, Benno and Potthast, Martin""",84,77,434,422,84,77,422,434
https://zenodo.org/records/8383863,"""Matti Wiegmann and Magdalena Wolska and Christopher Schröder and Ole Borchardt and Benno Stein and Martin Potthast""",337,209,1173,960,45,44,253,283
https://zenodo.org/records/7976807,"""Wiegmann and Wolska and Schröder and Borchardt and Stein and Potthast""",146,121,600,542,144,119,536,594
https://zenodo.org/records/7525482,"""Niklas Deckers and Maik Fröbe and Johannes Kiesel and Gianluca Pandolfo and Christopher Schröder and Benno Stein and Martin Potthast""",220,187,176,165,173,148,110,116
https://zenodo.org/records/6873575,"""Kiesel, Johannes and Potthast, Martin and Stein, Benno""",7045,5541,1280,1211,6001,4590,662,714
https://zenodo.org/records/6873564,"""Potthast, Martin and Gienapp, Lukas and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",5094,3571,1120,1050,402,359,583,631
https://zenodo.org/records/6425595,"""Matti Wiegmann and Michael Vöslke and Martin Potthast and Benno Stein""",61,53,506,490,57,50,486,501
https://zenodo.org/records/5575320,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",0,0,302,268,0,0,268,302
https://zenodo.org/records/5575285,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",432,307,1045,962,432,307,962,1045
https://zenodo.org/records/5495793,"""Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",46,41,424,403,46,41,402,423
https://zenodo.org/records/5380989,"""Gregor Wiedemann and Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",167,159,430,398,167,159,398,430
https://zenodo.org/records/5282635,"""Ahmad Dawar Hakimi and Erik Körner and Gregor Wiedemann and Gerhard Heyer and Martin Potthast""",68,66,435,406,67,65,404,433
https://zenodo.org/records/4108196,"""Lars Meyer and Johannes Kiesel and Martin Potthast and Benno Stein""",123,113,280,263,123,113,263,280
https://zenodo.org/records/4064019,"""Kiesel, Johannes and Potthast, Martin and Hagen, Matthias and Kneist, Florian and Stein, Benno""",821368,406288,2774,2578,8664,3465,928,1020
https://zenodo.org/records/3766985,"""Janek Bevendorff and Khalid Al-Khatib and Martin Potthast and Benno Stein""",933,470,1901,1579,933,470,1576,1898
https://zenodo.org/records/3653834,"""Chen ,Wei-Fan and Syed, Shahbaz and Potthast, Martin and Hagen, Matthias and Stein, Benno""",3061,664,1358,1240,3055,660,1233,1351
https://zenodo.org/records/7520777,"""Mailach, Alina and Siegmund, Norbert""",29,29,328,319,29,29,319,328
